,ID,Text,Racial Justice,count,date
58794,1270781436715503618,RT @INTLFCStone: #oatt The foundation of my 2020 marketing plan is:,False,7,2020-06-10
58793,1270781444412133376,"RT @INTLFCStone: #COVIDー19  Reopening the economy, in my opinion, is:",False,8,2020-06-10
58792,1270791897339039751,RT @agritalk: Hour 2 of #AgriTalk - @ChipFlory gets news from @DavisMichaelsen and perspective on market action from Todd @Bubba_Trading Ho…,False,9,2020-06-10
58791,1270794181598945285,Curious about what we do or how we could help you? Check out our Featured Insights page to learn more about the products and services we offer! #riskmanagement #financialservices #commodities #securities #equities #globalpayments #interestrates https://t.co/ir4rtemZmt,False,10,2020-06-10
58790,1270824307460116480,When was the last time you took a hard look at your risk management policies? Download our newest whitepaper “6 Steps to Assess Your Exposure to Commodity Price Risk” to find out where you stand.#risk #commodities https://t.co/hu7ujHZP1F,False,11,2020-06-10
58789,1270845699421138944,"Rodrigo Martínez, Senior Risk Management Consultant, INTL FCStone Financial Inc. – FCM Division, ofrecerá la ponencia virtual “Una visión diferente al riesgo de commodities”, en el marco de U.S. SOY Talks. Junio 25, 12PM (Hora de Miami). Regístrese aquí: https://t.co/0wEaFTXp35",False,12,2020-06-10
58788,1270857146490589185,RT @firefighter89: The Wednesday @FontanelleSeed #FinalBell with @ArlanFF101 of @INTLFCStone  https://t.co/fry1GmVThz,False,13,2020-06-10
58787,1270857181286596608,RT @RuralRadioNet: The Wednesday Fontanelle Final Bell with Arlan Suderman of FC Stone https://t.co/V7LLEnFNUl,False,14,2020-06-10
58786,1270858318718865408,Don't forget to visit our @YouTube channel to learn more about INTL FCStone Inc! #financialservices #riskmanagement #watchnow https://t.co/KqyN2vvAJT,False,15,2020-06-10
58785,1270906095888789504,"Join us for our new webinar series, Metals Market Outlook, that will provide a view of the global #metals markets (including oil) in the #COVID19 world. Sign up today! https://t.co/7QcVMMw5Uq",False,1,2020-06-11
58784,1271018139636154369,"Join our Global Payments team! This dynamic business has helped clients around the world pursue their missions and achieve their goals by enabling them to transfers funds quickly and securely across international borders. 

#NowHiring

https://t.co/K6IOxsTh6f",False,2,2020-06-11
58783,1271063460260876289,"Expert market commentary by @realEricDonovan, Managing Director of FX &amp; Interest Rates for INTL FCStone Markets, LLC is featured by @RiskDotNet.  #FX #Fed 

@INTLFCStone_FX 

https://t.co/NbNNHhTN3Z",False,3,2020-06-11
58782,1271097356461760514,Weather in the Midwest is always a major factor during the growing season. Get the latest forecast and see how that might impact crop yields during @ArlanFF101’s live #WASDE webinar today at 2 pm CT. #oatt #ag https://t.co/w3GZGUnEkk,False,4,2020-06-11
58781,1271126373306859520,"Expert #dairy market commentary by Liam Fenton, Head of Dublin Branch for INTL FCStone Europe S.A. is featured on the @dairyreporter’s #DairyDialog podcast.  @ifcsdairy @INTL_EUDairy 

https://t.co/uACFjnpwbG",False,5,2020-06-11
58780,1271157813595779072,"Our Securities team, offers a variety of services. Check out our Featured Insights page to see how we could help you! #equities #securities #algotrading #primebrokerage #outsourcedtrading  https://t.co/CJpvvyvtCf",False,6,2020-06-11
58779,1271185353907429376,RT @REOC13: This is the first in a series of Metals Market Webinars from myself and my colleague @NatScottGray at INTL FCStone. This one wi…,False,7,2020-06-11
58778,1271189287103541249,Looking for your next opportunity? We're #hiring! We have openings worldwide! Visit our #careers page to find your next opportunity! #financialservices #finance #stockmarket #nowhiring https://t.co/ZPYT5jPi9V https://t.co/ZdUW5onHcJ,False,8,2020-06-11
58777,1271220668693086218,"Unparalleled market expertise. A trading partner you can rely on. Through Outsourced Trading, our Prime Brokerage team can offer more services to our clients. #investing #trading https://t.co/2IvFdkK02Z",False,9,2020-06-11
58776,1271427532265598978,"At a time when many prime brokers are contracting their operations, INTL FCStone’s Prime Brokerage team are committing their knowledge and resources to fund managers’ success.  #investmentfunds #primebrokerage https://t.co/zfbKF80Krn",False,1,2020-06-12
58775,1271459744251863043,"Our new webinar series, #Metals Market Outlook, will provide a detailed look into the global metals market (including #oil). Join us on 18 June 2020 at 2 pm BST/8 am CST https://t.co/7QcVMMev2S",False,2,2020-06-12
58774,1271488685243011072,"Learn how to build a foundation for success with our #Grain Merchandiser Educational Webinar series, Tuesdays in July! 
#oatt  https://t.co/1quzfi8Jlr",False,3,2020-06-12
58773,1271507596525043717,"Expert dairy market commentary by Nate Donnay, Director #Dairy Market Insight for INTL FCStone Financial Inc. – FCM Division is quoted by @Agrimoney.  @INTL_EUDairy @ifcsdairy 

https://t.co/v6iZQuQ6Ch",False,4,2020-06-12
58772,1271520142132994049,We offer price risk management for a variety of commodities. #grains #dairy #wheat #corn #cattle #crudeoil #livestock #natgas Check out Featured Insights page to see the services we offer and how we could help you!  https://t.co/GHRa7nsKNf https://t.co/mCzDHk6EyM,False,5,2020-06-12
58771,1271551654693928965,Check out our Featured Insights page to discover how our Global Payments team can help you execute cross border payments! #currencies #globalpayments https://t.co/lbkXLX0wvL,False,6,2020-06-12
58770,1271583076561440769,"Have you visited our Media Room lately? You can find the latest press releases and articles featuring expert market commentary from our #Economists, #Strategists, and #Analysts here: https://t.co/hXcJnHuwFw",False,7,2020-06-12
58769,1271630872152870912,"Join us for the Overview of #FX Futures and Currency Products virtual seminar presented by @SGX, June 17 at 10 a.m. SGT. https://t.co/mq5TdEQJFi",False,1,2020-06-13
58768,1272246176180367360,"INTL FCStone provides clients across the globe with a comprehensive range of customized financial services &amp; tools to help protect margins &amp; manage volatility. A pioneer in specialized financial services, #WeOpenMarkets for under-served mid-market clients. https://t.co/xjUb1MVmoy",False,1,2020-06-14
58767,1272511675577495552,"Join us for the Overview of #FX Futures and #Currency Products virtual seminar presented by @SGX, June 17 at 10 a.m. SGT. https://t.co/mq5TdF8kwQ",False,1,2020-06-15
58766,1272539410630934530,"Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @ETF_Stream.  #stockmarket #ESG

https://t.co/osde7Av9qx",False,2,2020-06-15
58765,1272545649813307393,"Join us for our new webinar series, #Metals Market Outlook, that will provide a view of the global metals markets (including oil) in the COVID-19 world. #basemetals #preciousmetals Sign up today! https://t.co/7QcVMMev2S",False,3,2020-06-15
58764,1272552192604467200,"Attention Ohio #Farmers!  Join us on June 18th for a free market outlook &amp; educational webinar, Keeping the #Ohio Farm Profitable in 2020, exclusively for @OhioFarmBureau Members. Register here: https://t.co/S6GdCO5pOx",False,4,2020-06-15
58763,1272566788740403203,"What could the potential impact of #COVID19 be on #dairy prices, and what tools can you use to thrive as we come out of isolation? Hear from industry leaders during the Global Dairy Outlook – Featuring the Boots on the Ground, June 17 at 8 am CST https://t.co/IoNv91P4kI",False,5,2020-06-15
58762,1272577106719895553,"Improve your knowledge of futures and options basics, as well as OTC markets with our Grain Merchandiser Educational Webinar series, Tuesdays in July! #oatt #ag https://t.co/1quzfhR7WR",False,6,2020-06-15
58761,1272581415499112449,RT @ifcsdairy: We are looking forward to this! Register now for Wednesday's webinar. https://t.co/BFBbdev0e3,False,7,2020-06-15
58760,1272608563949637632,"Kick-start your merchandising career by learning the basics for building a solid merchandising foundation. Our regular summer Grain Merchandiser program will now be held in KC, Dec 9-10. Save the date! #oatt #ag #grains https://t.co/SsQO98v53c",False,8,2020-06-15
58759,1272636246658109441,One of the most unique &amp; valuable advantages we offer our clients is the personal connection that so many of our employees have to the markets they serve. We have Boots on the Ground. Stay tuned for the full video released this summer.  #financialservices https://t.co/pCTQbyZeRh,False,9,2020-06-15
58758,1272646371212959747,". @AlbertScalla, VP Senior Trading de INTL FCStone Financial Inc., presentará el webinar “Efectos Económicos del #Covid19 en la Industria del #Café y los Precios en los Mercados Internacionales”, de Anacafé. 16 de junio, 11AM EST. Regístrese: https://t.co/ZZN1OzH8U4",False,10,2020-06-15
58757,1272670246084775936,"We offer price risk management for a variety of #commodities. Check out our Featured Insights page to see the services we offer and how we could help you!  #grains #dairy #wheat #corn #cattle #oil #livestock #natgas #rbob #oatt #oott
https://t.co/uu9xF9fGMe",False,11,2020-06-15
58756,1272681545015480321,"Nuestros expertos le invitan al Análisis Reporte #WASDE Junio, #Granos Forrajeros y Fundamentales Económicos, para discutir los datos de oferta y demanda más recientes. Evento virtual, 18 de junio de 2020, 12 pm (hora de Ciudad de México). Regístrese aquí: https://t.co/K2Ks0oSc1e",False,1,2020-06-16
58755,1272699160928694280,We have expanded the offerings available to our clients in Asia! INTL FCStone is committed to providing unparalleled access and customer service to help clients meet their objectives across a wide array of markets. #commodities #globalpayments #financialservices #riskmanagement https://t.co/weU2CDs9DG,False,2,2020-06-16
58754,1272875364793147393,"Expert market commentary by @NatScottGray, Senior Analyst Market Analysis EMEA &amp; Asia for INTL FCStone Ltd is featured by Recycling International.  #nickel #metals https://t.co/fQGpcdbwsu",False,3,2020-06-16
58753,1272908285130215429,"ICYMI: Expert market commentary by @NatScottGray Senior Analyst Market Analysis EMEA &amp; Asia for INTL FCStone Ltd is featured by The Northern Miner. #metals

 https://t.co/PCwZajfqT0",False,4,2020-06-16
58752,1272930004402307073,"RT @RaulFDLeon: No te pierdas el análisis del mercado de Granos Forrajeros, Tipo de cambio y Tasas de Interes... https://t.co/8uz7FLyiDh",False,5,2020-06-16
58751,1272938236692664321,"Nuestros expertos le invitan al Análisis Reporte WASDE Junio, #Granos Forrajeros y Fundamentales #Económicos, para discutir los datos de oferta y demanda más recientes. Evento virtual, 18 de junio de 2020, 12 pm (hora de Ciudad de México). Regístrese aquí: https://t.co/K2Ks0p9MSM",False,6,2020-06-16
58750,1272955913318653952,"Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @MarketWatch.  #stockmarket #recovery

https://t.co/rbXN1Zl0jS",False,7,2020-06-16
58749,1272968435744616448,"What could the potential impact of #COVID_19 be on #dairy prices, and what tools can you use to thrive as we come out of isolation? Hear from industry leaders during the Global Dairy Outlook – Featuring the Boots on the Ground, June 17 at 8 am CST https://t.co/IoNv91xtta",False,8,2020-06-16
58748,1272986118397493249,"Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @NRO.  #stockmarket #investing

https://t.co/spWae5iqQN",False,9,2020-06-16
58747,1272992968438353920,RT @DecisiveFarming: Lean on market experts at @INTLFCStone to monitor global trends &amp; currency fluctuations for you – they can help you pr…,False,10,2020-06-16
58746,1272999892512763904,The global metals markets have not been immune to #COVID_19 turmoil. Register for our inaugural #Metals Market Outlook to see which metals might have fared better than others. #basemetals #preciousmetals https://t.co/7QcVMMw5Uq,False,11,2020-06-16
58745,1273045190958297090,"Join us for the Overview of #FX Futures and #Currency Products virtual seminar presented by @SGX, June 17 at 10 am SGT. https://t.co/mq5TdEQJFi",False,1,2020-06-17
58744,1273238970227458049,"Join us for our new webinar series, #Metals Market Outlook, that will provide a view of the global metals markets (including #oil) in the #COVID-19 world. Sign up today! https://t.co/7QcVMMev2S",False,2,2020-06-17
58743,1273271683663704064,One of the most unique &amp; valuable advantages we offer our clients is the personal connection that so many of our employees have to the markets they serve. We have Boots on the Ground. Stay tuned for the full video released this summer! #oatt #financialservices https://t.co/kAl4RRCyGa,False,3,2020-06-17
58742,1273279681752637440,"RT @WheatTraderFCSt: Good program for anyone in the grain biz, commercials, producers, lenders, no cost and once you sign up you watch the…",False,4,2020-06-17
58741,1273298862531325952,"Attention Ohio Farmers!  Join us on June 18th for a free market outlook &amp; educational webinar, Keeping the #Ohio Farm Profitable in 2020, exclusively for @OhioFarmBureau Members. Register here: https://t.co/S6GdCNNOWZ",False,5,2020-06-17
58740,1273304446752231425,"Global perspective, diverse offering, deeper expertise. INTL FCStone can help the #European food manufacturing industry hedge their risk, secure their margins, and grow. #dairy #grains #wheat #corn #soybeans #coffee #oatt
https://t.co/ZFuqyVSrhZ",False,6,2020-06-17
58739,1273308310054338564,"RT @DecisiveFarming: Darren, a malt barley farmer from N AB, chatted with our partners at @INTLFCStone. He has now extended his team with o…",False,7,2020-06-17
58738,1273327048325386240,"Attention Nebraska #Farmers &amp; #Ranchers!  Join us on June 25th for a free market outlook &amp; educational webinar, Keeping the Nebraska Farm/Ranch Profitable in 2020, exclusively for @NEFarmBureau Members.  Register here: https://t.co/SUD7DKosaL",False,8,2020-06-17
58737,1273333448388870146,"We offer price risk management for a variety of commodities. Check out our Featured Insights page to see the services we offer and how we could help you!  #grains #dairy #wheat #corn #cattle #oil #livestock #natgas #rbob
https://t.co/uu9xF9fGMe",False,9,2020-06-17
58736,1273361084855062533,Achieve best execution and simplify the #algo selection process with StoneX Select Trading Optimization services. Contact our team to discover what is possible. #investments #algotrading https://t.co/b12sudMVzV https://t.co/V5wHQkLCA4,False,10,2020-06-17
58735,1273394996218155008,Take a hard look at your firm’s exposure to commodity price risk. Our “6 Steps to Assess Your Exposure to Commodity Price Risk” can give you valuable insight into potential vulnerabilities. #riskmanagement #pricerisk https://t.co/hu7ujHZP1F,False,11,2020-06-17
58734,1273563609352699910,LAST CHANCE! The global metals markets have not been immune to #COVID_19 turmoil. Register for our inaugural #Metals Market Outlook to see which metals might have fared better than others. https://t.co/7QcVMMw5Uq,False,1,2020-06-18
58733,1273600124405637121,"We are client-focused but employee-driven. Our Global Payments team can offer you a career at the forefront of global commerce and change while providing you with unique opportunities for personal and professional growth. 

https://t.co/EMDFhpPApV",False,2,2020-06-18
58732,1273633028040986626,Don't forget to visit our @YouTube channel to learn more about INTL FCStone Inc! #financialservices #riskmanagement https://t.co/KqyN2vvAJT,False,3,2020-06-18
58731,1273664347856875520,"Boots on the Ground tells the stories behind our company’s personal connections to the markets &amp; our unrivaled advantage in putting firsthand market knowledge to work for those clients we serve. Check out the full video: 

https://t.co/oN8OCeP6U6",False,4,2020-06-18
58730,1273680714270216201,"We are seeking an IT Governance, Risk &amp; Compliance Analyst to join our team! You will be responsible for helping to ensure our data security and policy compliance. Check out the full job description and apply today! #Hiring #ITJobs #GRC #InfoSec https://t.co/86v5ZZJtYs https://t.co/QQcdB9bOOT",False,5,2020-06-18
58729,1273688265481170949,"Are you Quality Assurance Engineer with leadership skills looking for your next career move? We are hiring a Senior Quality Assurance Engineer. Check out the full job descriptions and apply today: #ITJobs #Hiring #QualityAssurance 
https://t.co/c22IGffdxF https://t.co/0z1YJBcUoo",False,6,2020-06-18
58728,1273693277578047491,"A global market requires a global partner with an international network of insights, resources, &amp; expertise. For the last 30 yrs, the #Metals Team at INTL FCStone Ltd has delivered on all of these. See how we can help you! #preciousmetals #basemetals
https://t.co/pFp8A9IrXh",False,7,2020-06-18
58727,1273725977244372999,Check out our Featured Insights page to discover how our Global Payments team can help you execute cross border payments! #currencies #globalpayments #financialservices https://t.co/lbkXLX0wvL,False,8,2020-06-18
58726,1273729920494116864,"RT @RURALRADIO147: Tonight on #CommodityWrap: Guest #market analysts @ArlanFF101 with @INTLFCStone, and @GrainsGuru of @DanielsTrading. Tun…",False,9,2020-06-18
58725,1273748639681335297,"We are hiring for an Application Support Engineer! Must have experience in delivering, administering, and supporting our 3rd party platforms, specifically Microsoft Office products. Read the full job description &amp; apply here:#AppSupport #Hiring #ITJobs https://t.co/xrP0EwZhtq https://t.co/NmEysBwBgr",False,10,2020-06-18
58724,1273753609277018114,"Nuestros analistas en México le invitan al Curso en Administración de Riesgos sobre #Ganadería &amp; 3FX. Evento virtual, 25 de junio de 2020, 11:00 a.m. (CST – Hora de Chihuahua). Regístrese aquí: https://t.co/KPOwvOe9ES",False,11,2020-06-18
58723,1273962545246863360,"Expert #dairy market commentary by Liam Fenton, Head of Dublin Branch for INTL FCStone Europe S.A. is featured on @dairyreporter’s #DairyDialog podcast. @INTL_EUDairy @ifcsdairy  https://t.co/DPWVP4ixex",False,1,2020-06-19
58722,1273985184057176065,"Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @Citywire.  #stockmarket #fundmanagement

https://t.co/STiCvEToif",False,2,2020-06-19
58721,1273995589122998272,Expert market commentary by @ArlanFF101 Chief Commodities Economist for INTL FCStone Financial Inc. – FCM Division was quoted by @AgWebEditor. #oatt #ag  https://t.co/iGE74SHgXu,False,3,2020-06-19
58720,1274003072222724096,"RT @DecisiveFarming: Contact us &amp; get access to a trusted partner: @INTLFCStone 
https://t.co/6gltJkD9cw 

We have seen unprecedented marke…",False,4,2020-06-19
58719,1274012945509466113,"Expert market commentary by @REOC13 Head of Analysis EMEA &amp; Asia and @NatScottGray, Sr Analyst Market Analysis EMEA &amp; Asia for INTL FCStone Ltd is featured by @bullionvault  #gold #metals https://t.co/r6fs1qOS2K",False,5,2020-06-19
58718,1274026724368449539,"Expert dairy market commentary by Nate Donnay, Director of #Dairy Market Insight for INTL FCStone Financial Inc. – FMC Division is featured by @dairyindustries.  @ifcsdairy @INTL_EUDairy  https://t.co/RJxTpj1MDy",False,6,2020-06-19
58717,1274041856142311424,"Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @business  #stockmarket #investors

https://t.co/aFUNYUYZZO",False,7,2020-06-19
58716,1274052621163208706,"RT @FCStoneBrasil: Acompanhe a gravação do Seminário Online @FCStoneBrasil, ""Hedge de #Fertilizantes | Safrinha 2021"", realizado dia 17 de…",False,8,2020-06-19
58715,1274056205309272064,"Expert dairy market commentary by Peter Meehan, Sr EU #Dairy Analyst for INTL FCStone Europe S.A. is featured by @AgrilandIreland. @ifcsdairy @INTL_EUDairy 

https://t.co/pm2fikEe0y",False,9,2020-06-19
58714,1274088457099509761,". @AgProfessional quotes expert market commentary by @ArlanFF101 Chief Commodities Economist for INTL FCStone Financial Inc. – FCM Division. #oatt #ag

https://t.co/Ey0VXsP5ic",False,10,2020-06-19
58713,1274116031431282688,"Expert market commentary by @ArlanFF101 Chief Commodities Economist for INTL FCStone Financial Inc. – FCM Division was featured by MarketScreener. #oatt #ag 
https://t.co/5wDIGsn5Ol",False,11,2020-06-19
58712,1274147482105192448,"ICYMI: @SPGlobalPlatts featured expert market commentary by @ArlanFF101 Chief Commodities Economist for INTL FCStone Financial Inc. – FCM Division.  #oatt # ag 

https://t.co/mUBnq67vRU",False,1,2020-06-20
58711,1274360357142708224,"Attention Nebraska #Farmers &amp; #Ranchers!  Join us on June 25th for a free market outlook &amp; educational webinar, Keeping the #Nebraska Farm/Ranch Profitable in 2020, exclusively for @NEFarmBureau Members.  Register here: https://t.co/SUD7DKosaL",False,2,2020-06-20
58710,1275048425885700096,"Expert commentary by Darin Friedrichs (@crushspread), Risk Management Consultant and author of China Direct for INTL FCStone Trading Co. Ltd. is featured by The Pig Site. #oatt #coronavirus

https://t.co/aYUuFa4x4L",False,1,2020-06-22
58709,1275072205525639170,"RT @FCS_Bell: Did you know FCStone has BOOTS on the ground across the globe, That’s unbiased market intelligence being provided to our Cana…",False,2,2020-06-22
58708,1275072330033623041,"David Langham and Lance Hyche will be exhibiting at the School 3Superintendents of #Alabama Summer Conference held at The Grand Hotel in Point Clear, AL from June 21-24th.  Stop by to see them at Booth 18. https://t.co/39pNM2JqFL https://t.co/m68daDQ2qZ",False,3,2020-06-22
58707,1275082654761619456,". @CNBC quotes expert market commentary by Darin Friedrichs (@crushspread), Risk Management Consultant and author of China Direct for INTL FCStone Trading Co. Ltd.  #coronavirus

https://t.co/sh4adpm8D0",False,4,2020-06-22
58706,1275097595262767110,"ICYMI:  Expert market commentary by @VincentDeluard, Global Macro Strategist for the Broker Dealer Division of INTL FCStone Financial Inc. is featured by @marketwatch.  #stockmarket #recovery

https://t.co/rbXN1Zl0jS",False,5,2020-06-22
58705,1275113882017845249,"Darin Friedrichs (@crushspread), Risk Management Consultant and author of China Direct for INTL FCStone Trading Co. Ltd is featured by @business. #stocks

 https://t.co/jmitP7ZjZy",False,6,2020-06-22
58704,1275142825915682817,"Expert market commentary by Darin Friedrichs (@crushspread), Risk Management Consult and author of China Direct for INTL FCStone Trading Co. Ltd. is quoted by @FortuneMagazine 

 https://t.co/aEbEorXNra",False,7,2020-06-22
58703,1275174219832229888,The coronavirus shutdown greatly impacted the #livestock industry. Sign up for @ArlanFF101’s webinar to see how that shutdown could be impacting #grain supply and demand. #oatt https://t.co/w3GZGUnEkk,False,8,2020-06-22
58702,1275203202712043521,"Expert #Dairy market commentary by Dave Kurzawski, Team Leader of Dairy Risk Management Consulting for INTL FCStone Financial Inc. – FCM Division is featured by @nytimes.  @ifcsdairy @INTL_EUDairy 

https://t.co/xUKiLqppvg",False,9,2020-06-22
58701,1275412088278614025,"Join our Global Payments team! This dynamic business has helped clients around the world pursue their missions and achieve their goals by enabling them to transfers funds quickly and securely across international borders. 

#NowHiring

https://t.co/K6IOxsTh6f",False,1,2020-06-23
58700,1275414570333544448,It's time to answer @ArlanFF101's poll questions before his June 30th #USDA webinar! Have you registered yet? https://t.co/w3GZGUnEkk #oatt,False,2,2020-06-23
58699,1275445070859100161,"One of the most unique &amp; valuable advantages we offer our clients is the personal connection that so many of our employees have to the markets they serve.  We have Boots on the Ground. Check out the full video: 

https://t.co/oN8OCf6HLE",False,3,2020-06-23
58698,1275463626917179394,The #coronavirus pandemic and #planting season weather are still major headlines and influences on the world 3agriculture market. Attend @ArlanFF101’s webinar to see how these and other variables might affect the world balance sheet. #oatt https://t.co/w3GZGU62VK,False,4,2020-06-23
58697,1275476273930940416,"Global perspective, diverse offering, deeper expertise. INTL FCStone can help the #European food manufacturing industry hedge their risk, secure their margins, and grow. #dairy #grains #wheat #corn #soybeans #coffee #oatt
https://t.co/ZFuqyVSrhZ",False,5,2020-06-23
58696,1275497600767139844,"Nuestros analistas en México le invitan a participar en Panorama del #Mercado #Ganadero, #Granos Forrajeros y Fundamentales Económicos. Evento virtual, 1 de julio de 2020, 11:00 a.m. (CST/Ciudad de México). Para registrarse, por favor visite: https://t.co/Ys2T0swgbJ",False,6,2020-06-23
58695,1275503106399391747,"RT @FCS_Bell: Keep the entries coming!! Cash Brokerage Insight includes specialty crop updates, commodities in demand, as well as current,…",False,7,2020-06-23
58694,1275505150740893698,"Global perspective, diverse offering, deep expertise. INTL FCStone Inc. can help food manufacturers manage their commodity price risk. #oatt #grains #InterestRates #dairy #food #coffee #soybean #wheat #corn https://t.co/yZUnR2bzvf",False,8,2020-06-23
58693,1275536667915534336,"A global market requires a global partner with an international network of insights, resources, &amp; expertise. For the last 30 yrs, the Metals Team at INTL FCStone Ltd has delivered on all of these. See how we can help you! #preciousmetals #basemetals #metal
https://t.co/pFp8A9IrXh",False,9,2020-06-23
58692,1275568064910684160,"Our Global #ForeignExchange team, 
@INTLFCStone_FX
, provides expertise in trading and clearing in the full spectrum of OTC foreign exchange instruments, including spot, forwards, options, exotics, and structured products Learn more: https://t.co/yfuJl0mPD6 https://t.co/kt3Q7RuNMo",False,10,2020-06-23
58691,1275598263773802499,"INTL FCStone provides clients across the globe with a comprehensive range of customized financial services &amp; tools to help protect margins &amp; manage volatility. A pioneer in specialized financial services, We Open Markets for under-served mid-market clients. https://t.co/n36J535cMo",False,1,2020-06-24
58690,1275625946704482311,We provide customized #foreignexchange and treasury service to organizations in more than 175 countries. Our goal is to provide our clients with a single solution for their local #currency needs worldwide. #globalpayments https://t.co/5oGglTUc39,False,2,2020-06-24
58689,1275652370253246464,We have expanded the offerings available to our clients in Asia! INTL FCStone is committed to providing unparalleled access and customer service to help clients meet their objectives across a wide array of markets. #commodities #globalpayments #financialservices https://t.co/OUSO9FUdgP,False,3,2020-06-24
58688,1275686344723963907,"We believe that every company—regardless of size, regardless of industry, regardless of how long they’ve been in business—deserves access to the best advice, the best products, and the best, most efficient market access. https://t.co/RX83FfH0tw",False,4,2020-06-24
58687,1275776941765738497,Tune into @ArlanFF101’s June 30th webinar to see if the @USDA quarterly stocks report addresses the many questions revolving around this year’s #corn feed usage. #oatt https://t.co/w3GZGU62VK,False,5,2020-06-24
58686,1275808398592876544,"Improve your knowledge of futures and options basics, as well as OTC markets with our #Grain Merchandiser Educational Webinar series, Tuesdays in July! #oatt https://t.co/1quzfi8Jlr",False,6,2020-06-24
58685,1275837339688767488,".@OhioFarmBureau members, hear from INTL FCStone Financial Inc.’s market experts in this exclusive on-demand webinar. Click to watch now and learn more about risk management tools and methods for thinking more strategically about crop marketing. 
 https://t.co/IavdV7UBeK",False,7,2020-06-24
58684,1275838984535621637,INTL FCStone Inc. will be changing its name to StoneX Group Inc. https://t.co/7I6q6kXI4s,False,8,2020-06-24
58683,1275839805289574401,"INTL FCStone is Rebranding to StoneX.

https://t.co/39mI95uh4Z",False,9,2020-06-24
58682,1275840026992152576,"Le invitamos a participar en la ponencia virtual “Una visión diferente al riesgo de commodities”, organizada por US Soy, para entender cómo el mundo y la agroindustria retornan a una nueva normalidad. 25 de junio, 12PM (Hora de Miami). Regístrese aquí: https://t.co/0wEaFUf0rF",False,10,2020-06-24
58681,1275846878370959362,RT @StoneX_Brasil: A INTL FCStone Inc. mudará seu nome para StoneX Group Inc. https://t.co/Q7pWDVaCa9,False,11,2020-06-24
58680,1275847816997470210,RT @StoneX_MIG: INTL FCStone Inc. estará cambiando su nombre a StoneX Group Inc. https://t.co/4uBr16aXQt,False,12,2020-06-24
58679,1275848389268312064,RT @ArlanFF101: It's finally public! We're excited to announce our rebranding. #oatt https://t.co/Zgr6352oLi,False,13,2020-06-24
58678,1275865833756073986,"RT @MGroupSC: Congratulations to our #client (formerly known as) INTL FCStone, now StoneX on their rebrand! See the @traders_tweets article…",False,14,2020-06-24
58677,1275866820625432576,"RT @INTLRodMartinez: Es oficial, INTL FCStone cambia su nombre a StoneX! https://t.co/d867nHUUsT",False,15,2020-06-24
58676,1275868796490625024,"Last Chance! Attention Nebraska #Farmers &amp; #Ranchers!  Join us on June 25th for a free market outlook &amp; educational webinar, Keeping the #Nebraska Farm/Ranch Profitable in 2020, exclusively for @NEFarmBureau Members.  Register here: https://t.co/SUD7DKosaL",False,16,2020-06-24
58675,1275871674378981381,"RT @traders_tweets: StoneX Targets Underserved Investors with Complete Trading Ecosystem
https://t.co/36VWSNfmBc",False,17,2020-06-24
58674,1275871697208557573,"RT @traders_tweets: INTL FCStone is Rebranding to StoneX
https://t.co/raZmJ2ULbx",False,18,2020-06-24
58673,1275872919361589248,RT @StoneX_Brasil: StoneX Targets Underserved Investors with Complete Trading Ecosystem https://t.co/cnp6QGj39h https://t.co/ZFp8RqjGPq,False,19,2020-06-24
58672,1275873856847216640,".@traders_tweets covers our recent announcement of changing our parent company name to StoneX Group Inc. 

https://t.co/PTBZGuIrGK",False,20,2020-06-24
58671,1275877487222951947,RT @StoneX_Brasil: INTL FCStone Inc. está mudando seu nome para StoneX Group Inc. https://t.co/B0K3R7IS5B https://t.co/nvrEHBY7bS,False,21,2020-06-24
58670,1275904120738717697,.@financemagnates covers our recent shareholder approval of changing our parent company name to StoneX Group Inc. https://t.co/F7MPERyND8,False,22,2020-06-24
58669,1275932983648813057,".@Profit_and_Loss covers our recent announcement of changing our parent company name to StoneX Group Inc. 

https://t.co/uuEH1s6GnG",False,23,2020-06-24
58668,1275949245003116544,RT @RuralRadioNet: The Wednesday Fontanelle Final Bell with Arlan Suderman of StoneX https://t.co/TYN0lrt1wM,False,1,2020-06-25
58667,1275953175774801920,RT @RuralRadioNet: The Wednesday Fontanelle Final Bell with Arlan Suderman of StoneX https://t.co/RraBTUQXT8 https://t.co/2g4A8N7KpS,False,2,2020-06-25
58666,1275956879433150465,"ICYMI: INTL FCStone is Rebranding to StoneX.

https://t.co/39mI95cFGp …",False,3,2020-06-25
58665,1275971977094676481,INTL FCStone Inc. will be changing its name to StoneX Group Inc. #newname https://t.co/h9whzSwDIT,False,4,2020-06-25
